timestamp,heart_rate_bpm,breathing_rate_lpm,spo2_percent
2026-01-30 19:58:53.090251,72.2,17.1,96.9
2026-01-30 20:08:53.090251,71.9,16.4,96.4
2026-01-30 20:18:53.090251,76.5,17.7,97.1
2026-01-30 20:28:53.090251,71.9,15.9,97.6
2026-01-30 20:38:53.090251,68.5,18.1,97.3
2026-01-30 20:48:53.090251,79.9,16.8,97.5
2026-01-30 20:58:53.090251,74.3,18.3,96.1
2026-01-30 21:08:53.090251,83.0,12.4,96.6
2026-01-30 21:18:53.090251,85.0,15.1,96.7
2026-01-30 21:28:53.090251,87.3,17.0,97.0
2026-01-30 21:38:53.090251,78.2,15.1,96.6
2026-01-30 21:48:53.090251,77.8,17.1,96.5
2026-01-30 21:58:53.090251,83.8,16.7,98.0
2026-01-30 22:08:53.090251,78.3,16.1,97.6
2026-01-30 22:18:53.090251,76.7,15.8,97.4
2026-01-30 22:28:53.090251,75.6,13.1,96.4
2026-01-30 22:38:53.090251,73.6,15.6,97.1
2026-01-30 22:48:53.090251,70.9,16.0,96.5
2026-01-30 22:58:53.090251,76.7,12.2,97.3
2026-01-30 23:08:53.090251,82.0,15.1,97.0
2026-01-30 23:18:53.090251,75.4,15.0,96.9
2026-01-30 23:28:53.090251,73.2,15.8,96.6
2026-01-30 23:38:53.090251,67.2,17.2,96.7
2026-01-30 23:48:53.090251,71.0,19.8,96.0
2026-01-30 23:58:53.090251,81.1,14.8,96.0
2026-01-31 00:08:53.090251,56.9,11.4,98.8
2026-01-31 00:18:53.090251,52.4,12.2,97.4
2026-01-31 00:28:53.090251,54.1,12.8,97.4
2026-01-31 00:38:53.090251,56.8,12.9,98.5
2026-01-31 00:48:53.090251,52.4,13.7,97.7
2026-01-31 00:58:53.090251,51.5,11.7,97.9
2026-01-31 01:08:53.090251,54.3,11.9,97.9
2026-01-31 01:18:53.090251,53.0,13.4,98.4
2026-01-31 01:28:53.090251,53.7,13.9,98.1
2026-01-31 01:38:53.090251,52.2,10.7,98.6
2026-01-31 01:48:53.090251,58.1,11.9,98.3
2026-01-31 01:58:53.090251,54.1,13.6,97.7
2026-01-31 02:08:53.090251,57.4,12.7,98.6
2026-01-31 02:18:53.090251,59.2,11.9,97.6
2026-01-31 02:28:53.090251,54.2,12.2,98.4
2026-01-31 02:38:53.090251,54.8,11.7,97.7
2026-01-31 02:48:53.090251,55.0,11.6,97.8
2026-01-31 02:58:53.090251,52.0,12.5,97.7
2026-01-31 03:08:53.090251,57.8,12.5,97.9
2026-01-31 03:18:53.090251,55.0,13.5,98.5
2026-01-31 03:28:53.090251,52.8,11.2,97.4
2026-01-31 03:38:53.090251,54.0,11.4,97.8
2026-01-31 03:48:53.090251,52.8,12.7,98.6
2026-01-31 03:58:53.090251,55.1,13.2,97.5
2026-01-31 04:08:53.090251,54.3,12.5,98.6
2026-01-31 04:18:53.090251,50.3,11.4,97.3
2026-01-31 04:28:53.090251,55.2,11.1,98.3
2026-01-31 04:38:53.090251,56.0,10.1,97.8
2026-01-31 04:48:53.090251,54.8,11.0,98.1
2026-01-31 04:58:53.090251,57.7,10.3,99.4
2026-01-31 05:08:53.090251,53.7,12.3,97.4
2026-01-31 05:18:53.090251,55.5,11.5,97.9
2026-01-31 05:28:53.090251,54.5,10.8,98.1
2026-01-31 05:38:53.090251,55.8,11.6,98.0
2026-01-31 05:48:53.090251,57.2,12.5,97.4
2026-01-31 05:58:53.090251,58.0,12.0,98.9
2026-01-31 06:08:53.090251,83.1,15.3,96.9
2026-01-31 06:18:53.090251,68.6,18.1,96.6
2026-01-31 06:28:53.090251,79.2,16.8,97.5
2026-01-31 06:38:53.090251,73.0,17.0,97.1
2026-01-31 06:48:53.090251,77.4,19.7,96.5
2026-01-31 06:58:53.090251,76.2,15.9,97.0
2026-01-31 07:08:53.090251,78.6,26.0,94.1
2026-01-31 07:18:53.090251,107.5,23.7,95.1
2026-01-31 07:28:53.090251,96.1,32.0,95.7
2026-01-31 07:38:53.090251,92.3,26.6,94.9
2026-01-31 07:48:53.090251,97.4,23.5,94.8
2026-01-31 07:58:53.090251,120.0,24.2,94.8
2026-01-31 08:08:53.090251,103.0,21.4,94.9
2026-01-31 08:18:53.090251,90.0,27.7,94.5
2026-01-31 08:28:53.090251,84.0,23.7,95.0
2026-01-31 08:38:53.090251,102.4,32.2,95.1
2026-01-31 08:48:53.090251,107.0,21.2,95.1
2026-01-31 08:58:53.090251,115.5,20.3,94.2
2026-01-31 09:08:53.090251,75.5,15.1,96.1
2026-01-31 09:18:53.090251,67.4,19.1,97.5
2026-01-31 09:28:53.090251,76.6,12.7,97.1
2026-01-31 09:38:53.090251,68.7,15.2,96.1
2026-01-31 09:48:53.090251,82.1,16.2,96.6
2026-01-31 09:58:53.090251,76.4,19.5,96.7
2026-01-31 10:08:53.090251,74.2,15.4,97.8
2026-01-31 10:18:53.090251,75.5,15.1,97.8
2026-01-31 10:28:53.090251,77.8,15.8,96.8
2026-01-31 10:38:53.090251,80.3,14.4,97.2
2026-01-31 10:48:53.090251,81.6,15.7,97.7
2026-01-31 10:58:53.090251,76.7,14.9,97.8
2026-01-31 11:08:53.090251,80.5,14.1,97.0
2026-01-31 11:18:53.090251,84.2,17.7,97.2
2026-01-31 11:28:53.090251,70.9,16.5,97.0
2026-01-31 11:38:53.090251,69.3,17.7,96.6
2026-01-31 11:48:53.090251,71.1,15.3,97.0
2026-01-31 11:58:53.090251,74.8,15.3,97.8
2026-01-31 12:08:53.090251,73.2,16.1,97.5
2026-01-31 12:18:53.090251,85.8,19.3,97.0
2026-01-31 12:28:53.090251,70.2,12.5,96.7
2026-01-31 12:38:53.090251,79.2,14.3,97.3
2026-01-31 12:48:53.090251,75.2,16.7,97.3
2026-01-31 12:58:53.090251,78.8,16.1,96.7
2026-01-31 13:08:53.090251,74.8,15.2,97.3
2026-01-31 13:18:53.090251,72.2,18.2,97.0
2026-01-31 13:28:53.090251,71.6,15.3,96.6
2026-01-31 13:38:53.090251,72.1,17.0,97.1
2026-01-31 13:48:53.090251,73.9,16.3,97.9
2026-01-31 13:58:53.090251,76.3,14.7,96.8
2026-01-31 14:08:53.090251,74.8,16.5,96.9
2026-01-31 14:18:53.090251,67.9,13.2,96.1
2026-01-31 14:28:53.090251,69.6,13.6,97.2
2026-01-31 14:38:53.090251,68.9,17.9,96.8
2026-01-31 14:48:53.090251,81.1,19.4,97.3
2026-01-31 14:58:53.090251,68.2,15.4,95.8
2026-01-31 15:08:53.090251,70.9,18.9,96.6
2026-01-31 15:18:53.090251,83.3,17.7,97.2
2026-01-31 15:28:53.090251,75.0,15.4,97.2
2026-01-31 15:38:53.090251,71.1,19.9,96.9
2026-01-31 15:48:53.090251,82.8,16.1,96.3
2026-01-31 15:58:53.090251,76.0,21.7,97.2
2026-01-31 16:08:53.090251,71.8,14.8,96.9
2026-01-31 16:18:53.090251,74.6,15.3,97.0
2026-01-31 16:28:53.090251,78.5,14.3,97.6
2026-01-31 16:38:53.090251,82.3,17.4,97.4
2026-01-31 16:48:53.090251,74.7,19.9,96.1
2026-01-31 16:58:53.090251,78.7,17.0,97.6
2026-01-31 17:08:53.090251,93.5,26.1,94.3
2026-01-31 17:18:53.090251,92.3,19.9,94.5
2026-01-31 17:28:53.090251,99.7,24.6,94.8
2026-01-31 17:38:53.090251,90.7,20.0,95.1
2026-01-31 17:48:53.090251,112.6,30.4,94.7
2026-01-31 17:58:53.090251,96.2,23.4,95.3
2026-01-31 18:08:53.090251,103.2,23.2,95.5
2026-01-31 18:18:53.090251,123.9,28.6,95.0
2026-01-31 18:28:53.090251,102.4,22.2,94.9
2026-01-31 18:38:53.090251,93.9,25.0,94.5
2026-01-31 18:48:53.090251,102.8,32.5,94.9
2026-01-31 18:58:53.090251,91.9,26.5,94.8
2026-01-31 19:08:53.090251,75.2,15.3,97.3
2026-01-31 19:18:53.090251,80.8,12.8,97.6
2026-01-31 19:28:53.090251,86.7,17.2,96.9
2026-01-31 19:38:53.090251,78.6,13.4,97.3
2026-01-31 19:48:53.090251,73.7,13.6,96.6
2026-01-31 19:58:53.090251,75.4,12.0,96.4
2026-01-31 20:08:53.090251,72.5,17.0,96.4
2026-01-31 20:18:53.090251,76.6,19.2,96.9
2026-01-31 20:28:53.090251,71.8,14.5,97.6
2026-01-31 20:38:53.090251,70.8,18.7,98.5
2026-01-31 20:48:53.090251,74.0,17.9,96.4
2026-01-31 20:58:53.090251,75.8,15.5,97.5
2026-01-31 21:08:53.090251,66.8,17.8,98.0
2026-01-31 21:18:53.090251,76.0,15.6,95.6
2026-01-31 21:28:53.090251,64.9,13.9,96.4
2026-01-31 21:38:53.090251,78.0,13.8,96.5
2026-01-31 21:48:53.090251,75.5,16.1,97.4
2026-01-31 21:58:53.090251,74.2,15.0,96.8
2026-01-31 22:08:53.090251,80.4,17.8,96.7
2026-01-31 22:18:53.090251,81.4,16.1,97.1
2026-01-31 22:28:53.090251,74.7,16.2,97.3
2026-01-31 22:38:53.090251,78.0,15.1,96.7
2026-01-31 22:48:53.090251,78.9,20.4,97.5
2026-01-31 22:58:53.090251,73.9,18.4,97.0
2026-01-31 23:08:53.090251,83.0,17.1,96.2
2026-01-31 23:18:53.090251,70.4,14.7,96.8
2026-01-31 23:28:53.090251,72.4,13.6,96.9
2026-01-31 23:38:53.090251,74.2,13.0,97.3
2026-01-31 23:48:53.090251,66.2,16.8,97.6
2026-01-31 23:58:53.090251,72.3,11.4,96.9
2026-02-01 00:08:53.090251,55.6,12.0,97.5
2026-02-01 00:18:53.090251,60.6,12.0,98.3
2026-02-01 00:28:53.090251,53.4,11.5,98.0
2026-02-01 00:38:53.090251,53.0,12.1,97.7
2026-02-01 00:48:53.090251,52.6,12.0,97.8
2026-02-01 00:58:53.090251,53.6,12.7,98.0
2026-02-01 01:08:53.090251,55.7,11.2,97.4
2026-02-01 01:18:53.090251,55.1,11.6,98.0
2026-02-01 01:28:53.090251,51.0,10.6,98.5
2026-02-01 01:38:53.090251,53.5,11.9,98.0
2026-02-01 01:48:53.090251,54.1,11.4,97.7
2026-02-01 01:58:53.090251,52.3,12.9,98.1
2026-02-01 02:08:53.090251,53.8,11.0,97.7
2026-02-01 02:18:53.090251,52.5,10.8,98.1
2026-02-01 02:28:53.090251,55.7,11.1,98.8
2026-02-01 02:38:53.090251,58.6,11.4,97.9
2026-02-01 02:48:53.090251,54.9,12.7,97.8
2026-02-01 02:58:53.090251,57.7,11.9,97.8
2026-02-01 03:08:53.090251,56.8,12.7,97.7
2026-02-01 03:18:53.090251,56.3,12.4,97.5
2026-02-01 03:28:53.090251,55.6,11.1,98.9
2026-02-01 03:38:53.090251,54.7,12.6,98.2
2026-02-01 03:48:53.090251,53.3,11.2,97.6
2026-02-01 03:58:53.090251,56.2,11.9,98.5
2026-02-01 04:08:53.090251,54.7,12.5,98.6
2026-02-01 04:18:53.090251,56.2,12.5,97.7
2026-02-01 04:28:53.090251,57.4,11.6,97.6
2026-02-01 04:38:53.090251,56.2,11.4,98.1
2026-02-01 04:48:53.090251,57.0,10.9,98.5
2026-02-01 04:58:53.090251,56.2,10.5,97.7
2026-02-01 05:08:53.090251,54.2,12.1,99.2
2026-02-01 05:18:53.090251,55.5,12.4,97.7
2026-02-01 05:28:53.090251,56.8,12.9,98.5
2026-02-01 05:38:53.090251,55.5,12.6,97.6
2026-02-01 05:48:53.090251,54.8,11.7,97.9
2026-02-01 05:58:53.090251,57.2,13.4,97.5
2026-02-01 06:08:53.090251,75.0,12.7,96.9
2026-02-01 06:18:53.090251,75.4,18.7,96.9
2026-02-01 06:28:53.090251,77.9,15.8,96.4
2026-02-01 06:38:53.090251,67.8,14.2,96.5
2026-02-01 06:48:53.090251,68.1,15.7,97.7
2026-02-01 06:58:53.090251,74.6,18.2,97.5
2026-02-01 07:08:53.090251,94.7,30.0,95.2
2026-02-01 07:18:53.090251,84.3,27.9,95.5
2026-02-01 07:28:53.090251,102.1,21.5,96.2
2026-02-01 07:38:53.090251,82.2,30.6,95.2
2026-02-01 07:48:53.090251,110.3,23.9,94.7
2026-02-01 07:58:53.090251,115.2,31.8,95.4
2026-02-01 08:08:53.090251,94.8,29.1,95.6
2026-02-01 08:18:53.090251,128.3,27.7,95.2
2026-02-01 08:28:53.090251,121.8,22.9,95.4
2026-02-01 08:38:53.090251,107.3,30.9,94.9
2026-02-01 08:48:53.090251,81.2,25.8,94.8
2026-02-01 08:58:53.090251,122.0,17.5,94.1
2026-02-01 09:08:53.090251,87.7,12.9,97.5
2026-02-01 09:18:53.090251,71.5,17.0,96.6
2026-02-01 09:28:53.090251,76.6,18.3,97.2
2026-02-01 09:38:53.090251,75.6,15.7,96.9
2026-02-01 09:48:53.090251,77.3,15.8,96.6
2026-02-01 09:58:53.090251,71.5,17.2,97.6
2026-02-01 10:08:53.090251,75.9,18.1,96.5
2026-02-01 10:18:53.090251,70.1,16.0,97.3
2026-02-01 10:28:53.090251,75.3,16.8,96.0
2026-02-01 10:38:53.090251,72.3,17.8,96.4
2026-02-01 10:48:53.090251,85.2,17.4,97.9
2026-02-01 10:58:53.090251,74.1,15.2,97.4
2026-02-01 11:08:53.090251,83.9,17.6,97.7
2026-02-01 11:18:53.090251,74.4,12.7,97.1
2026-02-01 11:28:53.090251,76.9,18.0,96.3
2026-02-01 11:38:53.090251,77.8,15.1,97.5
2026-02-01 11:48:53.090251,69.5,18.0,97.2
2026-02-01 11:58:53.090251,78.3,15.5,96.3
2026-02-01 12:08:53.090251,73.3,17.0,96.7
2026-02-01 12:18:53.090251,79.0,15.6,97.1
2026-02-01 12:28:53.090251,81.0,14.8,96.1
2026-02-01 12:38:53.090251,79.3,11.0,96.4
2026-02-01 12:48:53.090251,81.5,14.7,97.5
2026-02-01 12:58:53.090251,79.7,14.4,96.8
2026-02-01 13:08:53.090251,80.3,17.7,97.2
2026-02-01 13:18:53.090251,78.4,17.4,96.8
2026-02-01 13:28:53.090251,82.5,15.2,97.7
2026-02-01 13:38:53.090251,72.8,11.7,97.4
2026-02-01 13:48:53.090251,68.6,15.4,96.8
2026-02-01 13:58:53.090251,79.2,16.0,96.9
2026-02-01 14:08:53.090251,76.8,12.8,95.8
2026-02-01 14:18:53.090251,78.3,13.5,97.5
2026-02-01 14:28:53.090251,79.5,16.5,96.9
2026-02-01 14:38:53.090251,83.7,15.6,97.4
2026-02-01 14:48:53.090251,76.9,15.1,96.4
2026-02-01 14:58:53.090251,79.0,17.4,97.7
2026-02-01 15:08:53.090251,78.3,15.5,97.1
2026-02-01 15:18:53.090251,79.2,14.3,96.8
2026-02-01 15:28:53.090251,72.6,15.6,97.9
2026-02-01 15:38:53.090251,72.1,14.7,96.5
2026-02-01 15:48:53.090251,80.6,15.2,96.9
2026-02-01 15:58:53.090251,71.0,17.2,97.3
2026-02-01 16:08:53.090251,69.7,19.9,97.5
2026-02-01 16:18:53.090251,71.4,16.5,97.4
2026-02-01 16:28:53.090251,70.0,15.9,97.2
2026-02-01 16:38:53.090251,80.1,16.3,96.7
2026-02-01 16:48:53.090251,78.7,12.7,97.6
2026-02-01 16:58:53.090251,77.8,14.4,96.4
2026-02-01 17:08:53.090251,97.1,25.4,94.7
2026-02-01 17:18:53.090251,96.6,26.0,94.9
2026-02-01 17:28:53.090251,107.2,37.7,96.1
2026-02-01 17:38:53.090251,111.5,18.2,95.4
2026-02-01 17:48:53.090251,120.0,24.5,96.1
2026-02-01 17:58:53.090251,84.9,33.6,94.5
2026-02-01 18:08:53.090251,94.7,22.6,95.2
2026-02-01 18:18:53.090251,69.6,28.6,94.5
2026-02-01 18:28:53.090251,106.8,27.5,94.9
2026-02-01 18:38:53.090251,101.2,31.8,94.2
2026-02-01 18:48:53.090251,115.3,20.9,95.8
2026-02-01 18:58:53.090251,89.2,26.7,94.8
2026-02-01 19:08:53.090251,77.9,17.6,97.1
2026-02-01 19:18:53.090251,71.5,18.8,97.8
2026-02-01 19:28:53.090251,71.0,15.4,96.9
2026-02-01 19:38:53.090251,77.5,13.3,96.7
2026-02-01 19:48:53.090251,68.5,15.4,96.7
2026-02-01 19:58:53.090251,76.4,14.6,97.3
2026-02-01 20:08:53.090251,82.7,17.1,96.8
2026-02-01 20:18:53.090251,71.2,14.9,96.7
2026-02-01 20:28:53.090251,74.1,13.7,97.4
2026-02-01 20:38:53.090251,76.6,15.3,96.8
2026-02-01 20:48:53.090251,78.7,14.8,97.6
2026-02-01 20:58:53.090251,69.7,19.7,96.2
2026-02-01 21:08:53.090251,80.3,14.2,97.6
2026-02-01 21:18:53.090251,79.6,18.3,96.9
2026-02-01 21:28:53.090251,68.3,16.1,96.9
2026-02-01 21:38:53.090251,77.7,18.4,96.1
2026-02-01 21:48:53.090251,75.5,14.4,96.9
2026-02-01 21:58:53.090251,73.3,17.8,97.0
2026-02-01 22:08:53.090251,81.2,16.6,97.3
2026-02-01 22:18:53.090251,78.5,16.4,97.2
2026-02-01 22:28:53.090251,67.6,15.6,98.2
2026-02-01 22:38:53.090251,78.4,17.4,97.0
2026-02-01 22:48:53.090251,69.3,15.0,96.5
2026-02-01 22:58:53.090251,76.3,17.2,97.2
2026-02-01 23:08:53.090251,70.5,12.9,96.8
2026-02-01 23:18:53.090251,72.8,18.3,97.1
2026-02-01 23:28:53.090251,73.0,15.9,97.0
2026-02-01 23:38:53.090251,76.8,11.2,97.7
2026-02-01 23:48:53.090251,76.2,14.4,97.1
2026-02-01 23:58:53.090251,80.3,15.3,97.0
2026-02-02 00:08:53.090251,52.6,12.9,98.0
2026-02-02 00:18:53.090251,55.6,11.9,97.9
2026-02-02 00:28:53.090251,55.5,11.0,97.6
2026-02-02 00:38:53.090251,53.5,10.4,98.0
2026-02-02 00:48:53.090251,56.4,11.4,97.7
2026-02-02 00:58:53.090251,54.7,12.5,98.3
2026-02-02 01:08:53.090251,57.7,10.8,98.3
2026-02-02 01:18:53.090251,55.6,11.4,98.5
2026-02-02 01:28:53.090251,54.4,11.1,97.5
2026-02-02 01:38:53.090251,57.3,11.2,98.5
2026-02-02 01:48:53.090251,57.1,10.9,98.8
2026-02-02 01:58:53.090251,54.2,11.6,98.8
2026-02-02 02:08:53.090251,54.6,11.7,97.8
2026-02-02 02:18:53.090251,55.8,11.5,99.0
2026-02-02 02:28:53.090251,54.8,11.4,98.2
2026-02-02 02:38:53.090251,55.0,11.0,97.7
2026-02-02 02:48:53.090251,56.7,12.1,98.5
2026-02-02 02:58:53.090251,53.9,13.5,97.9
2026-02-02 03:08:53.090251,54.1,12.5,97.4
2026-02-02 03:18:53.090251,55.6,11.6,98.9
2026-02-02 03:28:53.090251,54.5,13.3,98.1
2026-02-02 03:38:53.090251,53.9,12.9,97.9
2026-02-02 03:48:53.090251,53.8,11.5,97.8
2026-02-02 03:58:53.090251,56.6,11.1,98.3
2026-02-02 04:08:53.090251,57.6,10.2,98.2
2026-02-02 04:18:53.090251,55.4,10.3,98.5
2026-02-02 04:28:53.090251,50.6,12.7,97.9
2026-02-02 04:38:53.090251,55.9,13.1,97.5
2026-02-02 04:48:53.090251,55.8,13.1,98.4
2026-02-02 04:58:53.090251,53.8,13.5,98.1
2026-02-02 05:08:53.090251,53.5,11.1,96.6
2026-02-02 05:18:53.090251,50.2,12.2,98.3
2026-02-02 05:28:53.090251,54.7,13.2,98.5
2026-02-02 05:38:53.090251,52.9,11.9,97.1
2026-02-02 05:48:53.090251,55.7,12.6,98.7
2026-02-02 05:58:53.090251,54.6,14.7,98.1
2026-02-02 06:08:53.090251,68.3,18.3,96.4
2026-02-02 06:18:53.090251,82.5,12.0,97.8
2026-02-02 06:28:53.090251,74.0,13.9,97.6
2026-02-02 06:38:53.090251,74.0,16.7,96.7
2026-02-02 06:48:53.090251,81.6,18.6,97.1
2026-02-02 06:58:53.090251,72.0,13.8,96.1
2026-02-02 07:08:53.090251,86.8,22.5,94.4
2026-02-02 07:18:53.090251,99.1,12.7,94.0
2026-02-02 07:28:53.090251,108.3,23.1,94.4
2026-02-02 07:38:53.090251,117.7,23.8,95.3
2026-02-02 07:48:53.090251,91.6,24.3,94.6
2026-02-02 07:58:53.090251,121.3,18.2,94.4
2026-02-02 08:08:53.090251,102.1,26.9,95.3
2026-02-02 08:18:53.090251,86.7,23.9,96.4
2026-02-02 08:28:53.090251,113.0,25.2,95.1
2026-02-02 08:38:53.090251,93.3,24.7,94.3
2026-02-02 08:48:53.090251,72.6,20.6,95.8
2026-02-02 08:58:53.090251,98.2,29.2,94.9
2026-02-02 09:08:53.090251,78.8,15.7,97.3
2026-02-02 09:18:53.090251,74.9,16.7,97.2
2026-02-02 09:28:53.090251,72.8,15.4,97.0
2026-02-02 09:38:53.090251,81.2,15.3,97.2
2026-02-02 09:48:53.090251,73.8,18.3,97.0
2026-02-02 09:58:53.090251,79.3,19.2,96.6
2026-02-02 10:08:53.090251,78.8,12.7,96.9
2026-02-02 10:18:53.090251,85.1,17.6,96.5
2026-02-02 10:28:53.090251,75.5,16.0,97.4
2026-02-02 10:38:53.090251,76.3,14.8,97.0
2026-02-02 10:48:53.090251,71.3,16.4,96.6
2026-02-02 10:58:53.090251,80.5,17.8,96.2
2026-02-02 11:08:53.090251,62.9,17.0,96.9
2026-02-02 11:18:53.090251,72.6,16.0,96.4
2026-02-02 11:28:53.090251,79.6,14.8,97.3
2026-02-02 11:38:53.090251,73.8,11.1,96.8
2026-02-02 11:48:53.090251,80.4,16.8,98.4
2026-02-02 11:58:53.090251,73.6,14.2,96.5
2026-02-02 12:08:53.090251,68.9,16.0,97.4
2026-02-02 12:18:53.090251,75.0,16.3,97.7
2026-02-02 12:28:53.090251,70.9,18.2,96.9
2026-02-02 12:38:53.090251,79.2,16.6,96.9
2026-02-02 12:48:53.090251,79.9,14.0,96.2
2026-02-02 12:58:53.090251,70.1,16.8,97.1
2026-02-02 13:08:53.090251,77.0,23.7,97.6
2026-02-02 13:18:53.090251,74.5,12.8,97.6
2026-02-02 13:28:53.090251,72.3,15.5,96.9
2026-02-02 13:38:53.090251,77.3,14.0,97.5
2026-02-02 13:48:53.090251,71.1,19.1,96.2
2026-02-02 13:58:53.090251,77.4,19.2,96.5
2026-02-02 14:08:53.090251,73.0,16.5,96.7
2026-02-02 14:18:53.090251,73.2,17.2,97.1
2026-02-02 14:28:53.090251,77.3,17.1,97.3
2026-02-02 14:38:53.090251,81.9,17.9,97.0
2026-02-02 14:48:53.090251,76.1,15.3,97.0
2026-02-02 14:58:53.090251,71.0,14.4,96.6
2026-02-02 15:08:53.090251,70.1,14.3,97.3
2026-02-02 15:18:53.090251,79.1,15.0,97.1
2026-02-02 15:28:53.090251,83.1,16.3,96.2
2026-02-02 15:38:53.090251,80.2,17.1,97.4
2026-02-02 15:48:53.090251,77.9,15.1,96.5
2026-02-02 15:58:53.090251,82.4,17.2,97.5
2026-02-02 16:08:53.090251,68.1,12.5,97.2
2026-02-02 16:18:53.090251,68.5,15.1,96.5
2026-02-02 16:28:53.090251,75.9,13.4,96.4
2026-02-02 16:38:53.090251,82.6,15.5,96.5
2026-02-02 16:48:53.090251,68.4,16.4,96.7
2026-02-02 16:58:53.090251,72.3,16.1,97.6
2026-02-02 17:08:53.090251,96.4,23.2,95.0
2026-02-02 17:18:53.090251,108.5,17.8,94.7
2026-02-02 17:28:53.090251,88.8,26.9,95.1
2026-02-02 17:38:53.090251,105.0,28.2,95.2
2026-02-02 17:48:53.090251,89.5,22.9,95.2
2026-02-02 17:58:53.090251,90.2,23.0,95.8
2026-02-02 18:08:53.090251,104.3,24.1,95.8
2026-02-02 18:18:53.090251,118.5,14.5,94.7
2026-02-02 18:28:53.090251,128.7,26.7,94.8
2026-02-02 18:38:53.090251,92.0,21.9,94.4
2026-02-02 18:48:53.090251,113.2,22.9,95.1
2026-02-02 18:58:53.090251,80.6,27.8,95.3
2026-02-02 19:08:53.090251,76.0,13.6,96.8
2026-02-02 19:18:53.090251,69.9,15.7,96.8
2026-02-02 19:28:53.090251,75.1,17.5,97.2
2026-02-02 19:38:53.090251,80.3,15.8,98.0
2026-02-02 19:48:53.090251,70.6,18.1,97.6
2026-02-02 19:58:53.090251,64.1,13.7,96.5
2026-02-02 20:08:53.090251,68.1,13.9,96.6
2026-02-02 20:18:53.090251,77.1,14.4,97.4
2026-02-02 20:28:53.090251,78.1,15.5,97.3
