timestamp,heart_rate_bpm,breathing_rate_lpm,spo2_percent,pm2.5_ug_m3,pm10_ug_m3,ozone_ppb,no2_ppb
2026-02-15 15:38:53.090251,67.2,16.5,97.0,173.13,277.0,16.29,38.34
2026-02-15 15:48:53.090251,73.7,17.1,97.7,178.04,272.61,14.91,38.43
2026-02-15 15:58:53.090251,81.9,16.6,97.1,158.59,207.06,17.51,41.36
2026-02-15 16:08:53.090251,74.1,14.2,97.5,211.59,371.05,23.28,58.17
2026-02-15 16:18:53.090251,69.9,15.4,96.5,163.64,219.84,28.38,37.25
2026-02-15 16:28:53.090251,76.3,17.8,96.2,157.71,194.09,28.56,31.05
2026-02-15 16:38:53.090251,69.8,13.2,96.8,137.26,147.08,15.07,29.69
2026-02-15 16:48:53.090251,71.6,16.5,96.6,131.76,127.42,21.7,36.51
2026-02-15 16:58:53.090251,72.5,15.3,97.4,151.6,330.99,33.92,67.0
2026-02-15 17:08:53.090251,103.7,27.6,94.7,160.75,210.52,43.44,57.69
2026-02-15 17:18:53.090251,111.0,24.0,95.1,145.34,215.69,30.43,50.39
2026-02-15 17:28:53.090251,104.2,26.4,94.0,134.67,109.86,20.62,39.18
2026-02-15 17:38:53.090251,124.8,28.3,95.1,153.07,218.23,19.02,42.2
2026-02-15 17:48:53.090251,102.2,29.5,95.2,116.91,316.14,27.17,53.63
2026-02-15 17:58:53.090251,92.2,15.9,95.5,177.98,394.97,25.58,42.73
2026-02-15 18:08:53.090251,85.6,24.7,95.7,167.01,328.43,27.62,44.61
2026-02-15 18:18:53.090251,94.0,25.8,95.5,193.96,412.46,34.22,53.81
2026-02-15 18:28:53.090251,126.7,27.5,94.9,184.06,497.37,40.91,58.15
2026-02-15 18:38:53.090251,97.6,22.5,94.9,152.62,310.74,34.36,44.22
2026-02-15 18:48:53.090251,118.6,26.4,94.5,161.27,195.78,41.62,25.4
2026-02-15 18:58:53.090251,101.1,18.0,95.1,188.2,253.53,36.54,60.29
2026-02-15 19:08:53.090251,74.4,13.6,96.6,159.97,193.78,31.88,40.51
2026-02-15 19:18:53.090251,73.0,15.6,97.6,144.12,162.2,31.61,34.71
2026-02-15 19:28:53.090251,83.6,15.9,96.0,155.38,191.03,30.11,45.11
2026-02-15 19:38:53.090251,77.7,17.3,97.3,124.1,107.61,27.19,31.83
2026-02-15 19:48:53.090251,73.4,15.1,97.9,141.39,157.01,36.86,38.23
2026-02-15 19:58:53.090251,72.9,17.6,96.7,170.16,238.33,37.39,48.4
2026-02-15 20:08:53.090251,77.1,17.0,97.1,148.19,169.57,31.57,29.28
2026-02-15 20:18:53.090251,70.0,16.4,97.6,140.78,171.64,28.72,20.95
2026-02-15 20:28:53.090251,76.7,15.9,95.8,130.42,163.67,34.08,24.75
2026-02-15 20:38:53.090251,80.7,13.7,97.5,105.86,169.28,41.38,20.65
2026-02-15 20:48:53.090251,73.5,16.1,96.7,71.83,98.89,22.51,21.42
2026-02-15 20:58:53.090251,70.8,14.8,97.8,53.71,60.15,22.08,13.43
2026-02-15 21:08:53.090251,70.7,13.6,96.8,83.49,112.1,20.83,23.75
2026-02-15 21:18:53.090251,74.1,17.1,96.4,91.07,139.15,25.83,24.28
2026-02-15 21:28:53.090251,79.3,16.9,96.3,106.57,196.19,32.88,31.12
2026-02-15 21:38:53.090251,74.8,15.3,96.9,101.75,163.14,33.67,26.59
2026-02-15 21:48:53.090251,78.2,17.4,97.1,77.57,90.54,23.09,19.15
2026-02-15 21:58:53.090251,83.6,20.2,97.1,63.24,80.2,20.71,20.35
2026-02-15 22:08:53.090251,80.4,15.3,96.7,76.62,117.38,22.85,18.21
2026-02-15 22:18:53.090251,75.8,15.0,96.2,86.7,150.92,25.87,18.82
2026-02-15 22:28:53.090251,66.7,15.6,96.9,104.29,176.2,29.62,25.63
2026-02-15 22:38:53.090251,82.3,16.1,97.3,115.93,203.75,35.05,32.29
2026-02-15 22:48:53.090251,72.6,14.9,97.9,108.66,173.89,34.05,30.75
2026-02-15 22:58:53.090251,65.1,18.4,96.9,67.94,105.29,23.39,29.78
2026-02-15 23:08:53.090251,76.9,16.6,96.6,38.89,46.68,22.0,17.76
2026-02-15 23:18:53.090251,77.6,17.1,97.4,45.39,74.14,25.55,17.14
2026-02-15 23:28:53.090251,72.1,15.6,96.9,55.55,104.33,23.11,20.96
2026-02-15 23:38:53.090251,71.7,16.6,96.7,50.59,95.56,27.5,16.6
2026-02-15 23:48:53.090251,82.2,15.6,96.9,69.51,136.67,27.07,23.77
2026-02-15 23:58:53.090251,69.3,17.7,96.6,96.62,168.0,29.01,29.04
2026-02-16 00:08:53.090251,56.9,11.9,97.9,96.28,172.91,25.97,29.21
2026-02-16 00:18:53.090251,54.8,11.1,97.5,72.2,122.12,25.48,20.27
2026-02-16 00:28:53.090251,52.8,10.8,98.1,78.47,131.42,27.1,23.04
2026-02-16 00:38:53.090251,52.9,12.5,97.5,91.87,179.36,34.78,30.01
2026-02-16 00:48:53.090251,51.4,11.1,97.7,107.26,201.08,45.78,33.82
2026-02-16 00:58:53.090251,57.3,13.9,97.4,109.78,217.9,40.0,33.02
2026-02-16 01:08:53.090251,57.4,12.6,97.5,62.27,117.81,31.08,24.76
2026-02-16 01:18:53.090251,52.7,13.0,98.0,102.22,212.96,40.23,29.41
2026-02-16 01:28:53.090251,56.6,11.2,98.1,104.36,202.01,32.84,33.86
2026-02-16 01:38:53.090251,59.0,11.5,98.2,44.19,57.0,26.81,17.6
2026-02-16 01:48:53.090251,55.5,12.1,97.8,55.66,78.64,34.15,20.13
2026-02-16 01:58:53.090251,54.2,11.2,99.2,112.86,167.6,38.45,32.71
2026-02-16 02:08:53.090251,50.9,11.5,97.6,78.51,112.78,35.54,20.54
2026-02-16 02:18:53.090251,55.9,13.4,97.9,66.52,76.05,24.85,18.47
2026-02-16 02:28:53.090251,54.5,12.0,97.6,62.56,86.11,27.98,24.96
2026-02-16 02:38:53.090251,55.8,12.9,98.0,78.61,145.1,40.79,27.75
2026-02-16 02:48:53.090251,52.4,11.9,97.8,119.7,195.47,30.32,32.83
2026-02-16 02:58:53.090251,55.7,11.9,98.5,66.09,95.81,43.23,24.47
2026-02-16 03:08:53.090251,55.0,14.3,98.2,95.34,120.2,61.68,34.72
2026-02-16 03:18:53.090251,55.7,11.0,97.8,63.57,148.17,35.18,35.15
2026-02-16 03:28:53.090251,54.7,10.3,98.3,96.56,203.67,59.88,52.77
2026-02-16 03:38:53.090251,55.7,11.2,98.0,131.39,234.65,73.72,59.52
2026-02-16 03:48:53.090251,57.8,12.5,97.7,75.35,91.73,49.21,45.3
2026-02-16 03:58:53.090251,56.1,11.6,97.6,86.49,116.62,62.52,50.3
2026-02-16 04:08:53.090251,53.4,12.6,98.1,77.07,132.68,55.44,42.65
2026-02-16 04:18:53.090251,55.0,11.4,98.2,98.79,161.43,31.14,47.41
2026-02-16 04:28:53.090251,54.3,11.6,98.7,81.81,164.56,59.29,44.06
2026-02-16 04:38:53.090251,55.0,12.8,98.3,65.78,180.67,54.47,40.09
2026-02-16 04:48:53.090251,54.1,10.5,97.7,119.82,268.65,65.72,51.11
2026-02-16 04:58:53.090251,54.8,9.5,97.8,125.53,308.82,65.08,64.73
2026-02-16 05:08:53.090251,56.7,11.3,98.3,121.51,336.63,87.04,60.41
2026-02-16 05:18:53.090251,56.8,13.7,97.8,114.5,327.81,74.49,50.7
2026-02-16 05:28:53.090251,55.1,11.8,97.8,101.83,279.41,69.41,55.27
2026-02-16 05:38:53.090251,55.0,11.9,98.5,118.57,273.68,76.14,76.46
2026-02-16 05:48:53.090251,50.8,11.0,97.7,143.22,313.53,89.42,88.61
2026-02-16 05:58:53.090251,53.0,11.8,98.4,106.76,318.88,93.54,58.87
2026-02-16 06:08:53.090251,74.1,17.5,96.4,65.36,160.3,77.43,31.23
2026-02-16 06:18:53.090251,71.1,18.3,97.1,67.08,174.5,70.74,35.54
2026-02-16 06:28:53.090251,73.1,15.3,96.4,81.37,141.25,70.42,34.88
2026-02-16 06:38:53.090251,71.9,13.0,96.4,63.76,131.56,61.86,42.98
2026-02-16 06:48:53.090251,66.8,18.0,97.6,60.56,171.42,60.18,43.9
2026-02-16 06:58:53.090251,73.4,12.7,96.9,76.1,192.81,53.16,42.99
2026-02-16 07:08:53.090251,105.0,31.5,94.3,72.66,206.1,43.06,62.09
2026-02-16 07:18:53.090251,117.9,26.0,94.2,121.94,334.02,41.71,83.3
2026-02-16 07:28:53.090251,95.4,28.4,94.4,108.98,326.71,37.7,85.5
2026-02-16 07:38:53.090251,81.5,20.5,95.3,145.99,366.85,50.27,107.85
2026-02-16 07:48:53.090251,131.9,20.1,94.9,171.33,346.98,92.66,87.88
2026-02-16 07:58:53.090251,77.0,11.7,95.6,117.76,343.12,75.6,63.18
2026-02-16 08:08:53.090251,77.6,21.0,95.0,90.66,305.38,74.84,56.54
2026-02-16 08:18:53.090251,139.7,21.8,95.2,106.4,285.38,76.38,63.57
2026-02-16 08:28:53.090251,90.5,28.6,95.0,101.21,283.47,67.97,57.51
2026-02-16 08:38:53.090251,109.9,31.9,94.1,97.57,336.82,87.93,42.7
2026-02-16 08:48:53.090251,106.1,22.3,95.2,96.34,293.26,83.43,43.04
2026-02-16 08:58:53.090251,71.7,12.2,95.2,83.42,174.52,55.62,48.61
2026-02-16 09:08:53.090251,78.9,19.3,96.8,78.06,196.08,57.1,42.22
2026-02-16 09:18:53.090251,76.0,20.3,97.3,97.87,240.34,77.87,63.55
2026-02-16 09:28:53.090251,75.8,12.6,97.7,77.52,186.28,73.24,75.5
2026-02-16 09:38:53.090251,77.6,17.7,97.2,97.16,188.39,70.29,57.63
2026-02-16 09:48:53.090251,70.1,12.8,97.1,66.85,172.35,79.02,47.64
2026-02-16 09:58:53.090251,73.0,18.0,96.9,89.85,240.31,79.55,75.47
2026-02-16 10:08:53.090251,74.9,17.8,97.9,67.41,176.25,57.17,52.69
2026-02-16 10:18:53.090251,73.7,16.7,97.0,75.54,335.13,42.61,53.03
2026-02-16 10:28:53.090251,76.6,16.9,97.6,67.91,235.99,64.34,56.84
2026-02-16 10:38:53.090251,72.4,18.2,96.8,69.02,313.73,66.63,52.79
2026-02-16 10:48:53.090251,76.3,17.8,97.1,79.1,251.52,60.08,56.29
2026-02-16 10:58:53.090251,69.9,16.8,97.2,117.27,340.66,95.72,60.65
2026-02-16 11:08:53.090251,75.0,14.4,96.8,96.09,311.08,79.4,51.77
2026-02-16 11:18:53.090251,68.4,14.0,96.6,84.71,231.35,80.71,70.43
2026-02-16 11:28:53.090251,69.7,18.0,97.3,182.76,436.17,83.33,72.67
2026-02-16 11:38:53.090251,84.8,23.2,97.4,106.61,275.6,76.1,64.94
2026-02-16 11:48:53.090251,76.5,17.4,97.1,92.68,239.12,69.95,65.26
2026-02-16 11:58:53.090251,69.8,17.2,97.0,73.62,236.8,87.47,41.86
2026-02-16 12:08:53.090251,67.6,14.1,97.9,49.42,175.39,72.89,48.55
2026-02-16 12:18:53.090251,72.9,16.1,97.7,52.51,117.86,56.2,54.29
2026-02-16 12:28:53.090251,76.4,16.8,97.2,65.28,137.7,41.92,65.25
2026-02-16 12:38:53.090251,66.9,14.2,97.0,85.45,170.55,63.0,62.38
2026-02-16 12:48:53.090251,82.8,17.8,97.5,83.02,241.67,52.03,62.63
2026-02-16 12:58:53.090251,64.0,15.1,96.9,44.54,119.29,37.09,46.37
2026-02-16 13:08:53.090251,75.0,15.4,96.3,85.03,186.2,88.63,77.07
2026-02-16 13:18:53.090251,75.8,13.5,97.0,137.7,269.3,86.2,109.34
2026-02-16 13:28:53.090251,69.8,16.0,96.9,136.05,393.7,58.0,76.88
2026-02-16 13:38:53.090251,75.8,14.3,96.8,63.77,166.31,56.84,31.27
2026-02-16 13:48:53.090251,70.4,14.5,96.8,115.57,259.73,138.5,32.99
2026-02-16 13:58:53.090251,72.0,13.6,96.6,83.29,180.06,68.6,36.36
2026-02-16 14:08:53.090251,76.9,15.8,96.8,73.7,158.24,53.02,52.9
2026-02-16 14:18:53.090251,76.3,20.8,97.2,74.56,121.44,60.88,68.76
2026-02-16 14:28:53.090251,76.1,15.5,96.9,106.11,206.42,86.86,72.79
2026-02-16 14:38:53.090251,78.8,12.3,97.5,132.21,282.05,82.42,81.57
2026-02-16 14:48:53.090251,70.8,18.8,96.8,123.56,271.79,74.01,70.96
2026-02-16 14:58:53.090251,79.0,13.8,97.4,132.21,268.84,87.24,94.25
2026-02-16 15:08:53.090251,72.9,15.5,97.2,110.65,216.46,76.58,65.21
2026-02-16 15:18:53.090251,78.1,20.1,97.6,80.31,160.22,69.37,52.7
2026-02-16 15:28:53.090251,78.9,16.8,97.1,59.73,82.7,52.78,50.78
2026-02-16 15:38:53.090251,74.5,13.2,97.0,85.4,139.2,59.49,58.88
2026-02-16 15:48:53.090251,71.6,16.4,96.8,101.99,152.18,77.04,61.18
2026-02-16 15:58:53.090251,77.0,13.6,96.8,126.07,214.45,83.13,60.31
2026-02-16 16:08:53.090251,72.2,13.9,96.9,37.59,62.38,46.7,44.72
2026-02-16 16:18:53.090251,69.3,12.0,96.7,76.0,182.48,60.99,46.88
2026-02-16 16:28:53.090251,81.1,17.7,96.6,69.46,195.2,53.19,38.55
2026-02-16 16:38:53.090251,76.6,13.5,97.6,79.84,214.78,58.34,47.19
2026-02-16 16:48:53.090251,77.4,14.3,98.0,48.5,96.78,52.21,38.37
2026-02-16 16:58:53.090251,67.1,14.8,97.3,53.79,109.92,58.33,46.06
2026-02-16 17:08:53.090251,116.2,29.9,95.0,57.99,135.43,61.42,49.64
2026-02-16 17:18:53.090251,86.6,28.1,94.9,67.12,175.9,61.7,52.45
2026-02-16 17:28:53.090251,97.2,28.7,95.0,65.25,219.31,59.66,37.09
2026-02-16 17:38:53.090251,116.5,25.8,94.8,88.75,212.16,56.61,35.54
2026-02-16 17:48:53.090251,95.0,15.0,94.5,135.92,435.2,58.36,36.89
2026-02-16 17:58:53.090251,85.5,27.1,95.6,60.27,143.86,58.07,44.07
2026-02-16 18:08:53.090251,103.4,26.2,95.6,52.2,78.64,53.72,51.7
2026-02-16 18:18:53.090251,93.4,18.3,95.6,67.92,127.38,53.94,52.69
2026-02-16 18:28:53.090251,91.7,25.3,94.9,65.95,128.93,42.58,53.39
2026-02-16 18:38:53.090251,79.8,25.2,94.4,47.68,95.1,35.79,46.71
2026-02-16 18:48:53.090251,100.9,28.2,95.5,29.08,41.31,54.03,51.39
2026-02-16 18:58:53.090251,104.4,30.4,94.8,32.29,34.16,40.41,32.77
2026-02-16 19:08:53.090251,80.8,16.7,97.3,36.68,54.36,37.7,37.71
2026-02-16 19:18:53.090251,85.0,19.1,97.7,44.48,112.83,46.71,43.46
2026-02-16 19:28:53.090251,69.6,16.4,97.1,63.79,243.97,52.2,38.05
2026-02-16 19:38:53.090251,72.5,16.0,97.0,77.2,244.69,72.44,36.72
2026-02-16 19:48:53.090251,70.3,16.5,97.5,77.99,148.95,61.43,42.07
2026-02-16 19:58:53.090251,78.2,10.5,95.7,71.11,148.87,56.32,48.79
2026-02-16 20:08:53.090251,72.7,16.3,96.9,67.39,144.11,59.05,52.87
2026-02-16 20:18:53.090251,76.0,15.5,96.7,49.58,83.22,61.55,62.37
2026-02-16 20:28:53.090251,74.9,16.7,96.9,40.97,78.76,46.98,46.3
2026-02-16 20:38:53.090251,82.0,18.4,97.5,38.97,85.89,44.49,41.41
2026-02-16 20:48:53.090251,77.0,15.0,97.4,34.02,81.25,49.72,39.98
2026-02-16 20:58:53.090251,70.1,17.5,96.9,46.13,94.49,47.11,43.99
2026-02-16 21:08:53.090251,69.1,13.9,98.1,46.01,97.0,45.9,42.86
2026-02-16 21:18:53.090251,81.7,16.9,96.9,29.81,86.01,40.73,30.66
2026-02-16 21:28:53.090251,78.8,13.4,96.5,22.82,53.28,36.65,33.21
2026-02-16 21:38:53.090251,71.6,18.9,97.1,24.69,51.98,38.49,40.25
2026-02-16 21:48:53.090251,75.5,16.9,96.7,29.04,56.7,35.89,35.69
2026-02-16 21:58:53.090251,71.3,18.2,96.9,25.76,47.91,26.26,32.96
2026-02-16 22:08:53.090251,67.8,12.8,96.7,37.85,122.18,36.57,35.9
2026-02-16 22:18:53.090251,78.4,16.8,98.3,41.32,126.33,41.27,35.14
2026-02-16 22:28:53.090251,77.1,15.1,96.2,47.81,123.24,46.38,37.96
2026-02-16 22:38:53.090251,75.1,16.9,97.2,56.02,154.28,45.97,40.17
2026-02-16 22:48:53.090251,76.1,14.9,97.7,54.46,136.88,56.88,46.74
2026-02-16 22:58:53.090251,78.0,15.4,97.8,59.13,117.08,54.66,52.78
2026-02-16 23:08:53.090251,79.0,16.8,97.1,65.47,126.56,60.57,52.51
2026-02-16 23:18:53.090251,70.3,15.6,97.8,64.58,154.92,68.17,48.24
2026-02-16 23:28:53.090251,75.0,18.5,96.1,70.05,149.92,62.76,50.51
2026-02-16 23:38:53.090251,83.1,16.9,97.3,55.51,105.17,45.4,39.47
2026-02-16 23:48:53.090251,71.5,17.0,97.0,82.27,140.54,61.52,45.46
2026-02-16 23:58:53.090251,68.7,17.0,97.1,77.04,137.74,62.67,49.43
2026-02-17 00:08:53.090251,52.4,11.8,97.8,52.45,87.66,55.37,45.71
2026-02-17 00:18:53.090251,57.3,11.6,97.7,61.66,116.55,80.63,52.76
2026-02-17 00:28:53.090251,59.3,9.6,97.9,65.67,159.75,69.27,50.96
2026-02-17 00:38:53.090251,50.9,10.0,97.9,51.4,91.81,44.93,44.4
2026-02-17 00:48:53.090251,54.9,11.4,98.6,55.71,93.33,44.79,48.39
2026-02-17 00:58:53.090251,52.4,13.2,98.0,61.84,134.2,45.05,44.41
2026-02-17 01:08:53.090251,53.8,11.7,98.0,60.65,126.2,48.86,56.15
2026-02-17 01:18:53.090251,52.7,13.1,98.2,34.42,124.17,38.86,36.47
2026-02-17 01:28:53.090251,56.7,10.7,98.4,40.83,210.86,42.13,32.0
2026-02-17 01:38:53.090251,53.9,9.9,97.2,50.97,214.05,57.47,35.87
2026-02-17 01:48:53.090251,55.3,12.0,97.6,46.74,149.06,52.48,40.28
2026-02-17 01:58:53.090251,54.2,11.7,98.9,44.67,138.12,33.94,33.76
2026-02-17 02:08:53.090251,59.3,11.2,98.5,37.39,108.4,38.73,44.61
2026-02-17 02:18:53.090251,56.1,11.7,99.0,52.06,222.39,44.9,39.88
2026-02-17 02:28:53.090251,56.6,12.3,97.9,57.52,236.94,40.43,37.85
2026-02-17 02:38:53.090251,58.8,13.3,97.1,61.47,237.68,56.61,40.41
2026-02-17 02:48:53.090251,52.3,10.5,97.6,77.76,206.22,64.07,50.74
2026-02-17 02:58:53.090251,53.2,11.9,97.7,68.53,260.48,65.56,49.3
2026-02-17 03:08:53.090251,54.0,12.6,98.4,57.85,230.76,62.61,39.84
2026-02-17 03:18:53.090251,52.8,10.5,98.5,51.67,220.14,60.73,32.53
2026-02-17 03:28:53.090251,53.7,12.3,97.7,73.78,230.34,61.33,27.42
2026-02-17 03:38:53.090251,56.6,13.0,97.4,97.63,318.24,72.47,29.16
2026-02-17 03:48:53.090251,50.8,12.7,98.2,99.5,278.36,72.94,35.31
2026-02-17 03:58:53.090251,53.4,13.1,96.9,97.31,284.54,71.5,41.7
2026-02-17 04:08:53.090251,55.7,11.1,98.2,76.43,201.89,56.59,29.5
2026-02-17 04:18:53.090251,53.8,11.2,98.2,61.69,168.63,49.32,27.81
2026-02-17 04:28:53.090251,56.3,12.8,97.8,55.19,179.42,52.24,35.49
2026-02-17 04:38:53.090251,54.0,11.2,98.2,63.79,219.51,61.95,38.36
2026-02-17 04:48:53.090251,53.3,11.1,97.4,58.48,195.05,68.21,36.2
2026-02-17 04:58:53.090251,54.0,11.9,97.6,60.29,184.78,68.49,42.1
2026-02-17 05:08:53.090251,56.6,12.3,97.7,67.35,181.99,68.81,46.81
2026-02-17 05:18:53.090251,56.4,10.5,97.7,87.55,178.57,69.36,54.45
2026-02-17 05:28:53.090251,56.0,13.6,97.7,84.57,171.76,64.05,45.36
2026-02-17 05:38:53.090251,56.7,11.1,98.3,111.58,236.34,79.29,60.71
2026-02-17 05:48:53.090251,59.2,13.5,97.4,108.78,217.16,75.63,56.31
2026-02-17 05:58:53.090251,56.9,13.1,98.8,91.18,190.99,69.61,46.44
2026-02-17 06:08:53.090251,79.4,18.4,96.4,104.85,250.21,85.86,60.96
2026-02-17 06:18:53.090251,73.8,17.3,96.9,56.19,129.11,48.8,43.3
2026-02-17 06:28:53.090251,79.0,14.7,97.3,67.62,125.24,51.78,49.83
2026-02-17 06:38:53.090251,76.3,14.7,96.8,64.38,141.89,58.49,62.73
2026-02-17 06:48:53.090251,68.2,18.0,96.8,45.65,109.7,48.02,62.69
2026-02-17 06:58:53.090251,66.3,12.8,96.1,35.75,70.38,39.83,38.78
2026-02-17 07:08:53.090251,116.9,35.0,94.6,34.89,101.42,37.26,31.17
2026-02-17 07:18:53.090251,117.2,15.9,94.9,63.06,187.9,48.78,39.16
2026-02-17 07:28:53.090251,106.7,29.4,94.3,82.39,222.71,53.1,45.09
2026-02-17 07:38:53.090251,98.5,25.0,95.5,88.08,254.8,54.87,45.96
2026-02-17 07:48:53.090251,90.2,17.7,95.5,89.75,252.06,68.69,44.13
2026-02-17 07:58:53.090251,106.8,27.1,94.6,69.57,190.18,53.82,43.41
2026-02-17 08:08:53.090251,89.7,12.1,95.5,68.34,172.35,54.68,48.19
2026-02-17 08:18:53.090251,115.6,19.1,94.3,61.08,155.26,52.91,42.91
2026-02-17 08:28:53.090251,100.8,31.1,95.4,85.7,205.18,60.57,54.68
2026-02-17 08:38:53.090251,104.6,22.0,95.6,97.62,220.56,64.01,52.53
2026-02-17 08:48:53.090251,110.5,26.0,94.8,103.58,293.23,47.52,54.93
2026-02-17 08:58:53.090251,95.0,26.0,94.6,145.97,335.82,44.92,62.84
2026-02-17 09:08:53.090251,76.4,17.0,97.3,180.52,347.95,45.8,75.42
2026-02-17 09:18:53.090251,79.0,15.0,97.7,151.57,355.56,42.22,65.07
2026-02-17 09:28:53.090251,77.0,15.3,96.8,144.04,305.35,49.32,57.05
2026-02-17 09:38:53.090251,71.2,17.3,98.2,148.44,291.66,66.62,58.32
2026-02-17 09:48:53.090251,78.1,14.2,97.0,130.22,284.27,63.16,65.15
2026-02-17 09:58:53.090251,66.6,12.8,95.9,147.71,287.93,58.24,61.29
2026-02-17 10:08:53.090251,75.0,16.9,96.8,111.34,246.3,62.02,51.83
2026-02-17 10:18:53.090251,70.0,16.4,97.0,100.7,232.58,65.55,52.92
2026-02-17 10:28:53.090251,82.0,16.7,97.0,97.67,189.31,73.28,48.92
2026-02-17 10:38:53.090251,76.5,15.2,97.3,75.81,155.25,67.89,43.47
2026-02-17 10:48:53.090251,78.8,10.8,98.3,95.24,199.77,77.91,60.8
2026-02-17 10:58:53.090251,73.1,17.7,97.2,148.29,301.61,84.74,68.24
2026-02-17 11:08:53.090251,74.0,16.0,96.4,90.66,137.89,44.21,20.29
2026-02-17 11:18:53.090251,78.9,16.4,97.0,156.71,263.15,71.1,41.09
2026-02-17 11:28:53.090251,67.3,13.3,96.9,170.28,312.88,92.96,61.67
2026-02-17 11:38:53.090251,74.5,14.3,97.1,198.1,336.47,101.74,74.62
2026-02-17 11:48:53.090251,76.7,17.6,97.5,158.04,265.39,79.5,46.9
2026-02-17 11:58:53.090251,70.5,16.2,96.5,116.98,213.49,48.74,32.96
2026-02-17 12:08:53.090251,82.0,16.7,96.8,143.73,289.01,69.55,67.38
2026-02-17 12:18:53.090251,74.5,18.6,96.5,169.22,341.7,47.92,71.38
2026-02-17 12:28:53.090251,64.8,14.3,96.9,147.65,281.8,65.83,56.46
2026-02-17 12:38:53.090251,78.8,16.4,97.8,101.61,214.37,85.73,47.8
2026-02-17 12:48:53.090251,84.0,15.5,98.0,113.2,260.46,63.88,49.25
2026-02-17 12:58:53.090251,76.3,18.0,96.7,112.89,254.24,71.98,43.78
2026-02-17 13:08:53.090251,71.5,14.0,97.3,95.72,183.08,73.26,57.74
2026-02-17 13:18:53.090251,71.7,17.2,96.7,108.4,156.58,60.56,42.63
2026-02-17 13:28:53.090251,75.1,16.1,96.7,245.97,274.06,42.32,35.11
2026-02-17 13:38:53.090251,71.3,15.6,97.8,277.53,379.38,84.99,60.17
2026-02-17 13:48:53.090251,72.7,17.1,96.2,232.4,361.0,136.67,68.4
2026-02-17 13:58:53.090251,74.4,13.7,98.2,244.78,385.66,99.91,82.74
2026-02-17 14:08:53.090251,68.7,13.4,97.2,293.49,401.49,114.43,87.47
2026-02-17 14:18:53.090251,78.2,16.8,97.5,161.78,234.94,75.71,63.78
2026-02-17 14:28:53.090251,73.4,17.4,96.5,153.33,260.04,69.95,58.13
2026-02-17 14:38:53.090251,75.2,15.5,96.6,353.86,496.61,107.69,86.59
2026-02-17 14:48:53.090251,78.2,15.8,97.1,217.55,356.92,103.4,75.98
2026-02-17 14:58:53.090251,70.9,15.6,97.0,201.44,364.2,108.12,79.2
2026-02-17 15:08:53.090251,74.3,12.9,96.3,249.95,452.96,115.45,84.89
2026-02-17 15:18:53.090251,75.5,16.6,97.0,219.68,408.52,89.58,55.72
